filename,has_roots,original_image,patch_number,root_percentage
0000_0.png,1,0000.png,0,1.705512152777778
0000_1.png,1,0000.png,1,1.3429904513888888
0000_2.png,1,0000.png,2,1.5403645833333333
0000_3.png,1,0000.png,3,8.118706597222221
0000_4.png,1,0000.png,4,8.239366319444445
0000_5.png,1,0000.png,5,10.380967881944445
0000_6.png,1,0000.png,6,4.095703125
0000_7.png,1,0000.png,7,3.9433593750000004
0000_8.png,1,0000.png,8,3.4195963541666665
0001_0.png,1,0001.png,0,0.03233506944444445
0001_1.png,1,0001.png,1,0.019856770833333332
0001_2.png,1,0001.png,2,0.04481336805555556
0001_3.png,0,0001.png,3,0.0
0001_4.png,0,0001.png,4,0.0
0001_5.png,0,0001.png,5,0.0
0001_6.png,0,0001.png,6,0.0
0001_7.png,0,0001.png,7,0.0
0001_8.png,0,0001.png,8,0.0
0002_0.png,1,0002.png,0,1.9819878472222223
0002_1.png,1,0002.png,1,1.9418402777777777
0002_2.png,1,0002.png,2,2.949001736111111
0002_3.png,1,0002.png,3,4.474609375
0002_4.png,1,0002.png,4,9.429253472222223
0002_5.png,1,0002.png,5,9.579210069444443
0002_6.png,0,0002.png,6,0.0
0002_7.png,1,0002.png,7,0.2547743055555556
0002_8.png,1,0002.png,8,0.10980902777777776
0003_0.png,1,0003.png,0,0.2387152777777778
0003_1.png,1,0003.png,1,0.140625
0003_2.png,1,0003.png,2,0.2660590277777778
0003_3.png,0,0003.png,3,0.0
0003_4.png,0,0003.png,4,0.0
0003_5.png,0,0003.png,5,0.0
0003_6.png,0,0003.png,6,0.0
0003_7.png,0,0003.png,7,0.0
0003_8.png,0,0003.png,8,0.0
0004_0.png,1,0004.png,0,1.3464626736111112
0004_1.png,1,0004.png,1,1.5821397569444444
0004_2.png,1,0004.png,2,1.1555989583333335
0004_3.png,1,0004.png,3,3.2442491319444446
0004_4.png,1,0004.png,4,3.173502604166667
0004_5.png,1,0004.png,5,3.0309244791666665
0004_6.png,1,0004.png,6,0.044596354166666664
0004_7.png,1,0004.png,7,0.04275173611111111
0004_8.png,0,0004.png,8,0.0
0005_0.png,1,0005.png,0,0.03786892361111111
0005_1.png,1,0005.png,1,0.11653645833333334
0005_2.png,1,0005.png,2,0.10850694444444445
0005_3.png,0,0005.png,3,0.0
0005_4.png,0,0005.png,4,0.0
0005_5.png,0,0005.png,5,0.0
0005_6.png,0,0005.png,6,0.0
0005_7.png,0,0005.png,7,0.0
0005_8.png,0,0005.png,8,0.0
0006_0.png,1,0006.png,0,0.3905164930555555
0006_1.png,1,0006.png,1,0.2085503472222222
0006_2.png,1,0006.png,2,0.3662109375
0006_3.png,1,0006.png,3,0.0087890625
0006_4.png,1,0006.png,4,0.00390625
0006_5.png,0,0006.png,5,0.0
0006_6.png,0,0006.png,6,0.0
0006_7.png,0,0006.png,7,0.0
0006_8.png,0,0006.png,8,0.0
0007_0.png,1,0007.png,0,0.49837239583333337
0007_1.png,1,0007.png,1,0.6606987847222222
0007_2.png,1,0007.png,2,0.7454427083333334
0007_3.png,1,0007.png,3,0.3902994791666667
0007_4.png,1,0007.png,4,0.2657335069444444
0007_5.png,1,0007.png,5,0.3875868055555556
0007_6.png,0,0007.png,6,0.0
0007_7.png,0,0007.png,7,0.0
0007_8.png,0,0007.png,8,0.0
0008_0.png,1,0008.png,0,0.9549696180555555
0008_1.png,1,0008.png,1,1.6349826388888888
0008_2.png,1,0008.png,2,1.4597439236111112
0008_3.png,1,0008.png,3,0.593967013888889
0008_4.png,1,0008.png,4,1.4258897569444444
0008_5.png,1,0008.png,5,0.9088541666666666
0008_6.png,0,0008.png,6,0.0
0008_7.png,0,0008.png,7,0.0
0008_8.png,0,0008.png,8,0.0
0009_0.png,1,0009.png,0,0.30338541666666663
0009_1.png,1,0009.png,1,0.3224826388888889
0009_2.png,1,0009.png,2,0.3860677083333333
0009_3.png,1,0009.png,3,0.1638454861111111
0009_4.png,1,0009.png,4,0.13758680555555555
0009_5.png,1,0009.png,5,0.08344184027777778
0009_6.png,0,0009.png,6,0.0
0009_7.png,0,0009.png,7,0.0
0009_8.png,0,0009.png,8,0.0
0010_0.png,1,0010.png,0,0.5643446180555556
0010_1.png,1,0010.png,1,0.49077690972222227
0010_2.png,1,0010.png,2,0.6315104166666666
0010_3.png,1,0010.png,3,0.14225260416666669
0010_4.png,1,0010.png,4,0.058051215277777776
0010_5.png,1,0010.png,5,0.07269965277777778
0010_6.png,0,0010.png,6,0.0
0010_7.png,0,0010.png,7,0.0
0010_8.png,0,0010.png,8,0.0
0011_0.png,1,0011.png,0,0.2578125
0011_1.png,1,0011.png,1,0.5131293402777778
0011_2.png,1,0011.png,2,0.9917534722222222
0011_3.png,1,0011.png,3,0.18467881944444445
0011_4.png,1,0011.png,4,1.3783637152777777
0011_5.png,1,0011.png,5,1.5666232638888888
0011_6.png,0,0011.png,6,0.0
0011_7.png,0,0011.png,7,0.0
0011_8.png,0,0011.png,8,0.0
0012_0.png,1,0012.png,0,0.513671875
0012_1.png,1,0012.png,1,0.2577039930555555
0012_2.png,1,0012.png,2,0.7069227430555556
0012_3.png,1,0012.png,3,0.10514322916666667
0012_4.png,1,0012.png,4,0.1247829861111111
0012_5.png,1,0012.png,5,0.4527994791666667
0012_6.png,0,0012.png,6,0.0
0012_7.png,0,0012.png,7,0.0
0012_8.png,0,0012.png,8,0.0
0013_0.png,1,0013.png,0,0.9674479166666666
0013_1.png,1,0013.png,1,1.0233289930555556
0013_2.png,1,0013.png,2,0.5556640625
0013_3.png,1,0013.png,3,0.4437934027777778
0013_4.png,1,0013.png,4,0.5158420138888888
0013_5.png,1,0013.png,5,0.573025173611111
0013_6.png,0,0013.png,6,0.0
0013_7.png,0,0013.png,7,0.0
0013_8.png,0,0013.png,8,0.0
0014_0.png,1,0014.png,0,0.3670789930555556
0014_1.png,1,0014.png,1,0.5065104166666666
0014_2.png,1,0014.png,2,0.8823784722222222
0014_3.png,1,0014.png,3,0.068359375
0014_4.png,1,0014.png,4,0.3266059027777778
0014_5.png,1,0014.png,5,0.6719835069444444
0014_6.png,0,0014.png,6,0.0
0014_7.png,0,0014.png,7,0.0
0014_8.png,0,0014.png,8,0.0
0015_0.png,1,0015.png,0,0.33940972222222227
0015_1.png,1,0015.png,1,0.4440104166666667
0015_2.png,1,0015.png,2,0.5203993055555556
0015_3.png,1,0015.png,3,0.00021701388888888888
0015_4.png,0,0015.png,4,0.0
0015_5.png,1,0015.png,5,0.011176215277777778
0015_6.png,0,0015.png,6,0.0
0015_7.png,0,0015.png,7,0.0
0015_8.png,0,0015.png,8,0.0
0016_0.png,1,0016.png,0,0.2876519097222222
0016_1.png,1,0016.png,1,0.9267578125
0016_2.png,1,0016.png,2,0.36393229166666663
0016_3.png,0,0016.png,3,0.0
0016_4.png,1,0016.png,4,0.1277126736111111
0016_5.png,0,0016.png,5,0.0
0016_6.png,0,0016.png,6,0.0
0016_7.png,0,0016.png,7,0.0
0016_8.png,0,0016.png,8,0.0
0017_0.png,1,0017.png,0,0.683810763888889
0017_1.png,1,0017.png,1,0.7027994791666666
0017_2.png,1,0017.png,2,1.2322048611111112
0017_3.png,1,0017.png,3,0.9875217013888888
0017_4.png,1,0017.png,4,1.9592013888888888
0017_5.png,1,0017.png,5,1.4659288194444444
0017_6.png,0,0017.png,6,0.0
0017_7.png,1,0017.png,7,0.01898871527777778
0017_8.png,1,0017.png,8,0.10438368055555557
0018_0.png,1,0018.png,0,0.5672743055555556
0018_1.png,1,0018.png,1,0.3875868055555556
0018_2.png,1,0018.png,2,0.7309027777777778
0018_3.png,1,0018.png,3,0.125
0018_4.png,1,0018.png,4,0.05078125
0018_5.png,1,0018.png,5,0.27864583333333337
0018_6.png,0,0018.png,6,0.0
0018_7.png,0,0018.png,7,0.0
0018_8.png,0,0018.png,8,0.0
0019_0.png,1,0019.png,0,1.1155598958333335
0019_1.png,1,0019.png,1,1.2645399305555554
0019_2.png,1,0019.png,2,1.375542534722222
0019_3.png,1,0019.png,3,1.607638888888889
0019_4.png,1,0019.png,4,0.5680338541666666
0019_5.png,1,0019.png,5,1.2838541666666667
0019_6.png,0,0019.png,6,0.0
0019_7.png,0,0019.png,7,0.0
0019_8.png,0,0019.png,8,0.0
0020_0.png,1,0020.png,0,0.2819010416666667
0020_1.png,1,0020.png,1,1.1808810763888888
0020_2.png,1,0020.png,2,0.8565538194444444
0020_3.png,1,0020.png,3,0.03428819444444444
0020_4.png,1,0020.png,4,0.11436631944444445
0020_5.png,1,0020.png,5,0.20421006944444445
0020_6.png,0,0020.png,6,0.0
0020_7.png,0,0020.png,7,0.0
0020_8.png,0,0020.png,8,0.0
0021_0.png,1,0021.png,0,0.4481336805555555
0021_1.png,1,0021.png,1,0.3650173611111111
0021_2.png,1,0021.png,2,0.40917968750000006
0021_3.png,1,0021.png,3,0.027018229166666668
0021_4.png,1,0021.png,4,0.11675347222222221
0021_5.png,1,0021.png,5,0.020182291666666668
0021_6.png,0,0021.png,6,0.0
0021_7.png,0,0021.png,7,0.0
0021_8.png,0,0021.png,8,0.0
0022_0.png,1,0022.png,0,0.7080078125
0022_1.png,1,0022.png,1,0.6025390625
